transaction_id,customer_key,item_key,payment_method_key,location_key,category_key,quantity,total_spent,transaction_date_iso,discount_applied
TXN_6442602,11,71,1,1,3,4,44.0,2023-12-22,False
TXN_1350230,15,31,1,2,2,4,104.0,2022-11-18,False
TXN_6562034,16,117,1,2,5,4,164.0,2023-02-08,True
TXN_4581067,17,155,2,1,7,9,220.5,2022-06-04,True
TXN_5518537,19,121,1,1,5,1,11.0,2023-02-08,
TXN_8385569,11,19,3,2,1,1,8.0,2023-04-13,False
TXN_1625647,22,69,3,1,3,3,24.0,2024-01-23,True
TXN_6257905,19,141,1,1,6,5,197.5,2024-08-29,False
TXN_3610195,6,187,2,2,8,2,67.0,2022-09-09,
TXN_3599576,15,138,3,2,6,6,210.0,2024-06-05,
TXN_2528313,7,117,2,1,5,4,164.0,2022-06-12,False
TXN_5805909,9,140,2,1,6,8,304.0,2024-06-02,
TXN_1410689,18,97,1,1,4,4,50.0,2024-12-09,True
TXN_4169126,21,128,1,2,6,5,107.5,2024-06-10,
TXN_4254009,13,181,1,2,8,7,182.0,2024-05-18,
TXN_4673425,21,191,2,2,8,9,355.5,2022-01-26,True
TXN_7562077,4,68,1,2,3,7,45.5,2023-08-16,False
TXN_3108791,6,131,1,1,6,10,260.0,2022-02-13,False
TXN_5264491,25,104,3,1,5,6,138.0,2023-10-22,False
TXN_6689339,23,82,1,1,4,7,192.5,2023-07-04,True
TXN_1324813,9,74,3,2,3,8,124.0,2023-09-22,False
TXN_6315677,18,108,3,1,5,4,116.0,2024-05-22,
TXN_1741913,3,73,2,1,3,3,42.0,2022-12-11,False
TXN_2208547,5,17,2,2,1,10,410.0,2022-02-23,True
TXN_9820980,16,108,1,1,5,1,29.0,2024-09-20,False
TXN_2226385,20,36,2,1,2,4,20.0,2023-06-08,True
TXN_7676502,8,121,3,1,5,2,22.0,2024-03-26,False
TXN_5453940,25,147,3,2,6,7,87.5,2023-03-30,False
TXN_4993995,11,133,2,2,6,4,116.0,2023-06-12,
TXN_2439149,3,195,2,2,8,4,38.0,2023-11-04,True
TXN_5769565,11,41,1,1,2,7,276.5,2022-05-12,
TXN_4620709,22,160,1,1,7,7,224.0,2022-04-12,True
TXN_8792621,19,182,2,1,8,5,137.5,2024-09-28,False
TXN_9676576,25,127,3,1,6,8,160.0,2023-06-27,
TXN_6789123,10,62,1,2,3,6,201.0,2023-08-10,True
TXN_5552232,2,76,1,1,4,10,185.0,2023-05-14,False
TXN_6924343,11,11,1,2,1,4,20.0,2023-03-11,True
TXN_5544368,20,18,3,2,1,4,26.0,2022-12-09,
TXN_2112426,13,192,2,2,8,3,123.0,2024-11-25,True
TXN_9165480,15,161,1,1,7,3,15.0,2023-05-18,False
TXN_7270567,13,147,3,1,6,3,37.5,2023-10-09,
TXN_1292523,20,121,2,1,5,8,88.0,2023-09-13,
TXN_6425374,4,137,1,1,6,2,67.0,2023-08-04,
TXN_2829458,21,164,3,1,7,5,182.5,2024-03-25,True
TXN_2918886,7,79,2,2,4,1,23.0,2022-07-11,False
TXN_1369755,21,68,1,1,3,5,32.5,2023-06-16,True
TXN_1239531,8,14,1,1,1,10,365.0,2023-02-18,
TXN_3674474,5,60,1,2,3,9,288.0,2023-04-27,
TXN_6416009,22,193,2,1,8,4,26.0,2023-01-13,
TXN_9344795,12,173,1,1,7,1,14.0,2024-10-20,True
TXN_7619486,16,39,1,2,2,1,36.5,2024-10-23,
TXN_3559481,8,2,3,1,1,8,160.0,2023-01-10,
TXN_1266241,25,141,3,1,6,2,79.0,2022-01-06,True
TXN_2665313,21,81,2,2,4,10,260.0,2023-09-19,True
TXN_4750878,24,78,1,2,4,4,86.0,2023-11-23,True
TXN_5567367,15,109,1,1,5,3,91.5,2022-12-18,
TXN_3729060,7,190,3,2,8,6,228.0,2022-07-20,
TXN_7992317,8,72,1,1,3,10,125.0,2022-04-05,
TXN_3909621,15,188,2,2,8,5,175.0,2022-11-27,False
TXN_3384905,19,24,2,2,1,2,31.0,2023-12-28,True
TXN_2733288,15,140,3,2,6,7,266.0,2023-10-15,False
TXN_8861404,5,53,2,2,3,4,86.0,2023-11-01,
TXN_7474047,14,183,3,2,8,9,261.0,2022-02-10,True
TXN_2622994,20,59,3,2,3,6,183.0,2023-12-03,
TXN_5861014,21,183,2,1,8,4,116.0,2024-03-21,True
TXN_9459891,5,92,3,2,4,2,82.0,2024-09-06,
TXN_1404623,1,100,3,1,4,10,170.0,2024-05-03,False
TXN_5517386,13,195,3,1,8,2,19.0,2023-04-23,
TXN_1649045,21,53,2,2,3,7,150.5,2023-01-18,
TXN_2713028,20,65,3,2,3,3,114.0,2024-05-22,True
TXN_7106178,21,38,2,1,2,10,350.0,2024-05-04,
TXN_8697234,5,149,1,2,6,4,62.0,2023-02-27,False
TXN_3080253,23,29,2,1,2,4,92.0,2023-03-14,False
TXN_7766945,18,94,3,1,4,8,64.0,2023-10-31,
TXN_5422440,19,137,1,1,6,5,167.5,2023-04-03,False
TXN_9114087,15,68,3,2,3,7,45.5,2024-02-24,True
TXN_7178094,10,54,1,1,3,2,46.0,2024-09-25,
TXN_1107383,15,169,1,1,7,6,48.0,2022-03-24,True
TXN_3836435,9,83,2,2,4,10,290.0,2023-12-23,
TXN_5628115,8,165,3,2,7,2,76.0,2023-08-13,True
TXN_3122781,9,49,3,1,2,7,108.5,2023-07-21,
TXN_7148957,5,112,2,2,5,8,268.0,2023-08-01,True
TXN_4501679,4,5,3,1,1,1,24.5,2024-05-08,True
TXN_7779073,18,87,2,2,4,10,335.0,2022-02-13,True
TXN_2575540,17,104,2,2,5,4,92.0,2024-07-19,True
TXN_5302358,6,79,3,2,4,6,138.0,2024-10-31,False
TXN_9653552,12,32,1,1,2,8,220.0,2023-08-27,False
TXN_9686128,5,51,3,2,3,4,74.0,2023-10-23,False
TXN_5017877,2,96,1,2,4,1,11.0,2023-01-21,True
TXN_4899415,18,177,1,2,8,3,60.0,2022-11-14,True
TXN_4859554,16,140,2,1,6,10,380.0,2023-11-14,True
TXN_4513855,14,85,3,1,4,3,96.0,2023-12-10,
TXN_6037665,24,182,3,2,8,6,165.0,2024-03-11,
TXN_3224114,7,46,1,1,2,2,22.0,2022-05-04,
TXN_4589284,7,5,2,2,1,1,24.5,2022-07-12,
TXN_8040308,3,181,3,1,8,4,104.0,2023-11-03,True
TXN_3768573,1,46,3,1,2,8,88.0,2022-06-03,
TXN_8359482,22,24,3,2,1,3,46.5,2022-01-06,False
TXN_3157398,23,40,2,1,2,1,38.0,2024-12-06,
TXN_6405900,16,38,2,2,2,6,210.0,2024-09-10,True
TXN_7917866,1,152,1,2,7,4,80.0,2023-08-04,
TXN_6379297,19,44,1,2,2,9,72.0,2022-05-19,
TXN_7174674,21,185,2,2,8,4,128.0,2022-10-03,
TXN_1223079,6,182,2,1,8,4,110.0,2024-08-06,
TXN_1551058,14,112,1,2,5,6,201.0,2022-03-16,False
TXN_9245240,3,61,2,1,3,2,10.0,2024-08-24,True
TXN_6969962,20,83,2,1,4,10,290.0,2022-01-06,
TXN_7101068,21,121,1,2,5,10,110.0,2022-08-13,True
TXN_9326253,25,52,1,1,3,5,100.0,2024-09-29,
TXN_9654613,10,125,2,1,5,8,136.0,2022-10-23,
TXN_2287146,3,85,3,2,4,10,320.0,2022-06-10,
TXN_7978734,23,19,3,2,1,10,80.0,2024-01-10,False
TXN_8637763,23,19,2,1,1,8,64.0,2024-07-03,
TXN_9117114,13,104,1,1,5,2,46.0,2024-01-05,True
TXN_5612697,22,55,2,2,3,3,73.5,2022-10-01,True
TXN_9047932,8,47,1,2,2,10,125.0,2022-02-02,True
TXN_7134955,19,29,3,1,2,5,115.0,2024-01-26,
TXN_7198271,3,147,2,1,6,1,12.5,2023-06-24,True
TXN_3929069,19,33,2,1,2,6,174.0,2023-10-07,
TXN_5318952,11,109,1,2,5,1,30.5,2025-01-12,False
TXN_4451027,4,83,2,1,4,6,174.0,2022-10-29,True
TXN_7390310,23,64,2,1,3,2,73.0,2023-11-19,False
TXN_9290596,6,16,3,1,1,8,316.0,2024-11-06,False
TXN_1636017,2,28,3,2,2,5,107.5,2022-02-01,True
TXN_5796004,21,183,3,2,8,6,174.0,2022-05-06,False
TXN_7256566,25,180,2,1,8,9,220.5,2024-12-24,
TXN_1059221,17,182,1,1,8,2,55.0,2022-09-11,True
TXN_8805699,16,160,1,1,7,9,288.0,2022-04-23,
TXN_8924913,19,39,2,2,2,3,109.5,2023-07-17,True
TXN_9061738,14,168,1,2,7,6,39.0,2023-06-02,True
TXN_3516710,11,52,1,1,3,5,100.0,2024-06-26,
TXN_5878503,21,24,3,2,1,7,108.5,2024-06-07,False
TXN_2173693,23,112,3,1,5,8,268.0,2024-10-28,
TXN_5171428,8,151,2,2,7,5,92.5,2022-01-08,True
TXN_8662127,11,117,3,1,5,4,164.0,2024-03-18,True
TXN_4712234,24,117,2,2,5,8,328.0,2023-07-01,
TXN_6421767,1,102,2,2,5,6,120.0,2022-04-06,False
TXN_5980130,22,45,3,1,2,3,28.5,2022-11-07,True
TXN_3131758,19,60,1,1,3,1,32.0,2024-03-25,
TXN_6283940,1,123,2,1,5,1,14.0,2022-09-21,True
TXN_4640794,25,151,3,2,7,5,92.5,2023-01-18,True
TXN_1227978,3,17,3,1,1,10,410.0,2024-01-17,
TXN_9763661,23,199,2,1,8,4,62.0,2022-06-21,
TXN_4489205,2,127,2,1,6,8,160.0,2022-08-01,
TXN_4118493,24,191,2,1,8,7,276.5,2022-07-14,False
TXN_5872134,13,185,2,2,8,8,256.0,2023-05-29,False
TXN_6493139,6,42,2,1,2,5,205.0,2024-08-22,False
TXN_1745042,17,39,3,1,2,4,146.0,2022-10-13,
TXN_3811015,24,187,1,2,8,9,301.5,2022-02-04,False
TXN_9605479,2,89,2,1,4,10,365.0,2024-01-13,
TXN_2630677,5,176,1,1,8,5,92.5,2022-04-27,True
TXN_6640306,8,89,3,1,4,4,146.0,2023-04-05,False
TXN_5240246,24,44,1,2,2,4,32.0,2022-09-22,True
TXN_8737677,24,34,1,1,2,9,274.5,2024-12-06,False
TXN_5701666,14,89,1,2,4,4,146.0,2023-09-27,True
TXN_1962372,21,192,3,1,8,2,82.0,2023-07-25,True
TXN_2899427,14,27,1,1,2,1,20.0,2023-04-01,
TXN_4124069,25,140,2,2,6,5,190.0,2023-10-09,
TXN_8160068,8,172,2,2,7,9,112.5,2023-03-30,True
TXN_8984987,18,143,3,2,6,9,58.5,2022-04-23,
TXN_1489896,24,84,3,1,4,3,91.5,2022-09-21,
TXN_2130078,5,102,2,1,5,4,80.0,2022-10-21,False
TXN_1294411,4,108,3,1,5,3,87.0,2023-09-21,False
TXN_6270217,17,46,1,1,2,7,77.0,2024-04-24,
TXN_7818602,19,2,2,2,1,4,80.0,2023-10-26,True
TXN_8256175,7,59,2,2,3,2,61.0,2022-04-25,False
TXN_1613328,19,142,1,2,6,8,328.0,2022-09-26,
TXN_6308409,3,171,2,1,7,7,77.0,2023-05-12,
TXN_2810459,9,55,1,1,3,1,24.5,2022-04-19,
TXN_7108299,22,141,2,1,6,5,197.5,2022-09-17,True
TXN_6746068,14,104,3,1,5,6,138.0,2022-02-13,True
TXN_9235754,10,90,3,2,4,2,76.0,2024-05-03,False
TXN_8504230,25,170,1,2,7,5,47.5,2024-11-01,False
TXN_1432445,1,102,1,1,5,9,180.0,2023-08-01,
TXN_5512644,13,86,1,1,4,1,5.0,2022-05-30,False
TXN_9422407,11,104,1,2,5,10,230.0,2023-01-10,
TXN_4240172,19,37,2,2,2,4,134.0,2022-07-26,True
TXN_9704360,6,81,1,2,4,10,260.0,2024-08-31,
TXN_3433029,20,81,3,2,4,3,78.0,2025-01-16,
TXN_3985103,8,108,3,2,5,2,58.0,2022-12-27,True
TXN_5929291,16,109,2,1,5,6,183.0,2022-05-12,
TXN_4520262,21,16,1,2,1,6,237.0,2024-11-30,
TXN_9851864,12,69,3,1,3,5,40.0,2024-12-01,
TXN_6828336,8,117,2,2,5,8,328.0,2023-09-07,
TXN_1460673,6,146,2,1,6,6,66.0,2023-04-14,False
TXN_2976114,10,18,1,1,1,7,45.5,2022-08-29,True
TXN_3813656,2,7,2,1,1,1,27.5,2022-09-01,False
TXN_1882040,21,112,1,2,5,7,234.5,2022-09-08,False
TXN_3054684,6,138,3,1,6,8,280.0,2024-12-30,True
TXN_6726711,21,165,1,1,7,4,152.0,2023-08-03,False
TXN_9677353,13,145,2,1,6,1,9.5,2023-02-05,
TXN_9190979,24,92,1,1,4,6,246.0,2022-10-08,False
TXN_8445231,3,117,2,1,5,7,287.0,2023-11-17,True
TXN_9577293,22,84,3,2,4,5,152.5,2023-03-04,False
TXN_9472197,23,27,3,1,2,6,120.0,2024-04-09,True
TXN_5960789,11,71,1,2,3,3,33.0,2022-09-28,True
TXN_4416629,1,179,2,2,8,8,184.0,2023-08-25,True
TXN_7558428,2,198,2,2,8,7,98.0,2023-04-02,False
TXN_3217988,25,161,3,2,7,1,5.0,2023-04-05,True
TXN_2239968,1,29,1,2,2,1,23.0,2023-09-14,False
TXN_5642720,18,147,1,2,6,9,112.5,2024-07-15,False
TXN_2513830,10,83,1,1,4,9,261.0,2024-09-18,
TXN_9291336,19,90,3,1,4,10,380.0,2022-12-10,True
TXN_6865387,9,69,2,2,3,8,64.0,2022-12-07,True
TXN_9468973,5,68,3,1,3,7,45.5,2023-03-21,True
TXN_6580606,16,60,2,2,3,3,96.0,2023-11-21,False
TXN_1153995,3,79,2,1,4,9,207.0,2022-02-12,False
TXN_5035756,2,51,1,2,3,7,129.5,2022-03-02,True
TXN_4184687,23,122,3,2,5,2,25.0,2022-09-10,False
TXN_3794692,8,51,1,1,3,3,55.5,2024-10-18,False
TXN_3247249,10,166,3,2,7,7,276.5,2023-01-13,
TXN_7293443,16,4,2,1,1,8,184.0,2024-09-11,False
TXN_7369318,1,2,2,2,1,5,100.0,2025-01-18,False
TXN_9402474,16,164,1,2,7,7,255.5,2023-09-15,
TXN_1510555,10,70,2,1,3,6,57.0,2024-10-18,True
TXN_1005543,19,109,1,1,5,10,305.0,2022-12-03,True
TXN_1512224,21,93,3,2,4,8,52.0,2023-11-26,True
TXN_1170545,19,99,2,2,4,4,62.0,2023-11-27,True
TXN_7183634,8,19,2,1,1,5,40.0,2024-05-16,
TXN_8402938,24,28,2,2,2,4,86.0,2022-07-29,True
TXN_3339094,13,173,2,2,7,5,70.0,2022-08-12,False
TXN_2055464,8,97,1,2,4,1,12.5,2024-07-18,
TXN_7052489,16,152,3,1,7,7,140.0,2023-05-09,
TXN_1490052,18,141,1,1,6,2,79.0,2024-01-20,True
TXN_2308456,2,131,1,1,6,9,234.0,2023-08-13,False
TXN_4186609,22,154,3,1,7,9,207.0,2023-09-09,False
TXN_5547862,24,102,3,1,5,10,200.0,2022-07-16,False
TXN_2316809,2,146,3,1,6,7,77.0,2023-04-02,True
TXN_3377748,16,99,1,1,4,4,62.0,2023-07-02,
TXN_5605094,7,105,2,1,5,6,147.0,2024-04-01,False
TXN_1941756,13,197,3,1,8,1,12.5,2023-06-29,True
TXN_2128482,19,55,2,2,3,7,171.5,2022-03-09,False
TXN_3961196,16,195,1,1,8,4,38.0,2023-05-17,True
TXN_3147080,22,47,3,1,2,7,87.5,2024-12-11,False
TXN_5381153,9,195,3,1,8,5,47.5,2023-11-05,
TXN_3369620,20,52,2,2,3,5,100.0,2024-10-01,False
TXN_2326554,18,77,2,2,4,1,20.0,2023-12-25,
TXN_5038677,23,23,3,1,1,1,14.0,2022-08-22,
TXN_5177579,14,165,3,2,7,5,190.0,2022-02-14,
TXN_1004091,4,117,1,1,5,3,123.0,2023-11-09,False
TXN_6186202,14,176,3,1,8,3,55.5,2023-02-25,
TXN_9385722,25,105,2,1,5,10,245.0,2023-01-30,
TXN_3882897,14,33,3,2,2,9,261.0,2024-04-12,False
TXN_4143543,15,75,3,1,3,2,34.0,2022-03-21,False
TXN_5649444,8,177,1,1,8,6,120.0,2023-10-15,
TXN_9754957,21,60,1,2,3,2,64.0,2024-07-20,False
TXN_6370101,10,170,3,2,7,2,19.0,2023-08-07,False
TXN_7927957,10,3,1,2,1,3,64.5,2023-08-30,
TXN_1466235,18,192,1,1,8,6,246.0,2022-12-25,True
TXN_5309800,16,39,3,2,2,4,146.0,2022-10-18,False
TXN_2035106,20,143,2,1,6,10,65.0,2022-02-24,False
TXN_9220439,25,181,3,2,8,4,104.0,2023-12-12,
TXN_1791391,8,103,2,2,5,9,193.5,2023-02-10,
TXN_4005159,23,35,1,1,2,4,128.0,2023-07-09,
TXN_4146156,8,169,1,1,7,2,16.0,2024-01-14,True
TXN_7110095,12,190,3,2,8,5,190.0,2023-05-02,
TXN_1532181,23,176,3,1,8,2,37.0,2022-06-06,True
TXN_8704721,9,5,1,2,1,10,245.0,2023-02-16,True
TXN_8830893,2,113,1,2,5,7,245.0,2024-06-30,True
TXN_9727406,6,169,3,1,7,8,64.0,2022-02-06,True
TXN_5230040,25,11,3,2,1,5,25.0,2022-07-12,False
TXN_9038605,9,170,2,1,7,2,19.0,2024-12-25,True
TXN_9614858,12,195,1,1,8,9,85.5,2023-02-14,
TXN_8837653,14,187,3,2,8,1,33.5,2024-06-28,False
TXN_1460040,6,168,2,2,7,5,32.5,2022-10-23,
TXN_3905417,12,141,2,2,6,6,237.0,2024-04-14,False
TXN_7819270,13,65,2,1,3,1,38.0,2024-09-26,False
TXN_1618066,15,121,3,1,5,3,33.0,2022-11-14,
TXN_9539536,10,14,2,1,1,1,36.5,2023-04-27,True
TXN_1469385,11,114,1,2,5,6,219.0,2023-09-08,
TXN_2762873,22,121,1,1,5,2,22.0,2023-01-01,
TXN_4556225,23,90,1,1,4,10,380.0,2022-02-09,
TXN_6434080,1,42,1,2,2,5,205.0,2022-06-02,False
TXN_5383494,15,28,1,1,2,4,86.0,2024-10-10,True
TXN_4662227,11,111,1,2,5,1,5.0,2023-02-20,
TXN_3719807,19,149,1,1,6,10,155.0,2022-06-11,
TXN_7686537,20,124,1,2,5,3,46.5,2024-09-04,
TXN_1353484,16,37,2,2,2,2,67.0,2024-02-05,
TXN_9373920,24,5,2,2,1,5,122.5,2022-05-25,True
TXN_3362687,11,189,3,1,8,9,328.5,2022-11-26,False
TXN_2611733,13,51,2,1,3,7,129.5,2024-11-15,
TXN_6984156,20,135,1,1,6,1,32.0,2022-08-19,
TXN_5158663,6,87,3,2,4,7,234.5,2024-02-01,False
TXN_3507613,3,186,3,1,8,3,15.0,2023-11-27,False
TXN_7352034,9,73,3,2,3,7,98.0,2023-06-12,False
TXN_8189771,11,119,1,1,5,9,72.0,2024-01-02,
TXN_3419658,2,180,3,1,8,9,220.5,2023-07-06,
TXN_9957512,21,160,3,2,7,5,160.0,2025-01-14,
TXN_3161464,2,28,2,1,2,10,215.0,2022-06-02,True
TXN_1433405,20,23,3,1,1,5,70.0,2023-07-20,False
TXN_9963254,8,132,2,1,6,2,55.0,2024-11-14,True
TXN_7771643,12,141,2,1,6,10,395.0,2023-03-11,
TXN_8595309,2,189,2,1,8,3,109.5,2022-03-14,
TXN_5713524,1,152,3,1,7,7,140.0,2023-07-02,True
TXN_4105300,3,154,2,1,7,4,92.0,2023-08-27,True
TXN_1640128,16,105,3,2,5,3,73.5,2024-10-28,True
TXN_7917265,18,161,1,1,7,9,45.0,2024-02-18,
TXN_5646983,19,33,1,2,2,5,145.0,2023-07-01,True
TXN_6549525,22,5,3,1,1,7,171.5,2023-10-02,True
TXN_2895936,12,170,1,2,7,6,57.0,2024-12-16,
TXN_8236696,4,18,2,2,1,4,26.0,2024-08-11,False
TXN_1809144,10,193,3,1,8,6,39.0,2024-11-13,True
TXN_8147277,6,9,3,1,1,1,30.5,2022-12-24,False
TXN_4871252,17,7,3,2,1,4,110.0,2024-03-25,
TXN_3595305,3,60,1,1,3,1,32.0,2023-04-16,True
TXN_6274299,15,108,3,1,5,10,290.0,2022-01-18,
TXN_7726623,11,22,2,1,1,10,125.0,2024-12-16,
TXN_1006950,6,101,1,2,5,5,92.5,2023-08-03,True
TXN_4284887,1,68,1,2,3,9,58.5,2022-10-26,True
TXN_9881750,1,147,1,1,6,8,100.0,2024-10-19,
TXN_5331650,8,173,3,2,7,8,112.0,2023-04-03,False
TXN_9082199,9,5,3,1,1,9,220.5,2024-09-02,False
TXN_1341677,18,142,1,1,6,1,41.0,2024-07-25,
TXN_1130015,23,170,1,1,7,3,28.5,2024-03-27,False
TXN_6639567,8,138,2,2,6,10,350.0,2024-06-30,
TXN_3681075,22,38,1,1,2,8,280.0,2022-06-01,True
TXN_8420021,3,174,3,2,7,6,93.0,2022-03-23,False
TXN_7583557,14,170,1,2,7,3,28.5,2024-01-04,
TXN_6866610,6,84,1,1,4,5,152.5,2023-05-05,False
TXN_1123016,14,71,3,2,3,9,99.0,2022-07-21,True
TXN_7112380,3,16,2,1,1,5,197.5,2022-07-23,True
TXN_8878037,23,136,2,2,6,5,25.0,2022-05-04,
TXN_3144181,13,119,2,2,5,3,24.0,2022-11-25,
TXN_6902939,5,97,3,1,4,2,25.0,2022-12-13,False
TXN_4446737,11,7,1,1,1,10,275.0,2022-03-15,False
TXN_4403790,21,143,3,2,6,5,32.5,2023-03-26,False
TXN_8919663,21,95,1,1,4,8,76.0,2022-01-09,True
TXN_7545653,22,172,3,1,7,2,25.0,2022-11-28,True
TXN_4205627,21,96,3,2,4,7,77.0,2024-02-01,False
TXN_2500072,23,117,1,2,5,3,123.0,2023-02-24,
TXN_7636157,16,64,3,1,3,5,182.5,2022-08-29,
TXN_9884690,5,44,2,2,2,3,24.0,2022-10-24,False
TXN_7249444,14,59,3,1,3,10,305.0,2023-10-28,False
TXN_1803828,3,117,3,2,5,7,287.0,2022-11-20,True
TXN_7224484,22,165,1,2,7,1,38.0,2022-11-03,True
TXN_6402109,23,12,1,1,1,6,201.0,2022-04-03,False
TXN_6917746,5,52,1,2,3,7,140.0,2022-09-17,
TXN_3467911,21,95,1,2,4,7,66.5,2022-05-14,True
TXN_9738373,2,148,2,2,6,8,112.0,2023-09-15,True
TXN_5374685,5,12,2,2,1,7,234.5,2024-11-21,False
TXN_3881126,23,112,2,2,5,7,234.5,2022-08-14,False
TXN_3342562,10,40,2,1,2,5,190.0,2023-06-11,
TXN_7898844,13,76,1,2,4,1,18.5,2023-09-14,True
TXN_4807004,2,154,1,1,7,2,46.0,2024-10-05,True
TXN_7478459,22,149,2,2,6,5,77.5,2022-01-05,
TXN_5149787,5,42,2,2,2,9,369.0,2024-02-18,True
TXN_4407458,14,83,1,2,4,9,261.0,2023-03-26,False
TXN_3739937,2,75,2,2,3,6,102.0,2024-03-01,True
TXN_1275355,4,53,1,1,3,2,43.0,2022-01-10,
TXN_1877555,18,42,2,1,2,9,369.0,2024-03-03,True
TXN_1310355,6,134,1,2,6,7,213.5,2023-01-16,False
TXN_9036436,15,177,2,1,8,5,100.0,2024-09-08,
TXN_2774355,14,6,1,1,1,6,156.0,2023-10-19,True
TXN_3802505,13,20,1,2,1,3,28.5,2022-01-13,True
TXN_2422679,7,51,3,2,3,4,74.0,2022-06-01,
TXN_1882050,6,180,3,1,8,1,24.5,2023-01-28,
TXN_5097238,9,89,3,1,4,6,219.0,2023-03-20,
TXN_2327962,12,79,2,2,4,9,207.0,2023-02-19,True
TXN_7693291,12,97,3,2,4,9,112.5,2025-01-04,False
TXN_4955537,22,183,3,1,8,9,261.0,2024-04-23,
TXN_6533918,7,141,3,2,6,10,395.0,2022-12-03,False
TXN_2592664,14,157,2,2,7,5,137.5,2023-03-06,False
TXN_3334999,6,112,3,1,5,10,335.0,2023-04-02,True
TXN_9377257,6,117,3,2,5,6,246.0,2024-03-04,False
TXN_4674285,16,101,3,1,5,10,185.0,2024-02-05,False
TXN_9841782,20,93,1,2,4,7,45.5,2022-07-19,False
TXN_1603699,17,68,3,1,3,2,13.0,2023-10-23,True
TXN_8947708,4,46,1,1,2,2,22.0,2023-03-20,
TXN_1063182,1,18,2,2,1,10,65.0,2022-05-02,False
TXN_4717451,23,173,1,1,7,4,56.0,2023-11-04,False
TXN_1126918,6,147,1,2,6,7,87.5,2022-10-23,False
TXN_7759967,13,75,2,2,3,5,85.0,2024-01-03,True
TXN_8359578,25,60,1,2,3,7,224.0,2023-09-21,
TXN_7513988,19,81,1,1,4,5,130.0,2022-03-09,
TXN_9827001,15,48,2,2,2,1,14.0,2023-03-20,
TXN_9697733,13,19,1,2,1,10,80.0,2024-02-10,False
TXN_7658974,24,112,1,1,5,1,33.5,2024-12-30,
TXN_6610649,22,23,1,2,1,1,14.0,2024-06-17,False
TXN_2138629,12,24,3,2,1,1,15.5,2022-01-30,False
TXN_1139198,1,133,3,1,6,7,203.0,2022-11-04,True
TXN_9540741,14,173,2,2,7,2,28.0,2022-03-06,True
TXN_4554250,23,142,2,1,6,6,246.0,2022-10-19,False
TXN_6887406,4,158,3,2,7,8,232.0,2022-03-23,False
TXN_3487125,9,43,3,2,2,5,32.5,2023-06-08,True
TXN_8949747,21,152,3,2,7,10,200.0,2022-01-29,False
TXN_1224414,15,147,3,2,6,5,62.5,2022-01-23,True
TXN_9312502,11,137,1,2,6,8,268.0,2022-09-28,
TXN_8635748,23,161,2,1,7,1,5.0,2023-01-22,
TXN_5627047,16,41,1,2,2,7,276.5,2022-02-06,True
TXN_7072572,13,152,1,1,7,1,20.0,2022-01-13,True
TXN_8583404,25,177,2,2,8,9,180.0,2024-01-27,True
TXN_1524234,16,98,3,2,4,10,140.0,2022-11-12,False
TXN_5969755,16,160,1,2,7,4,128.0,2023-12-25,True
TXN_9719760,20,37,2,1,2,7,234.5,2022-10-16,
TXN_8872470,2,85,2,2,4,1,32.0,2024-12-18,
TXN_6447825,19,108,1,1,5,7,203.0,2024-07-01,False
TXN_7182790,23,117,2,2,5,4,164.0,2023-09-06,True
TXN_4994236,18,16,3,1,1,6,237.0,2022-12-30,
TXN_6185500,22,54,1,1,3,7,161.0,2024-06-04,True
TXN_3201198,21,178,2,1,8,2,43.0,2024-09-09,False
TXN_8030351,6,5,3,1,1,1,24.5,2024-06-13,False
TXN_2525825,8,114,3,1,5,3,109.5,2024-03-13,False
TXN_9911848,18,172,3,1,7,10,125.0,2022-06-08,
TXN_3373651,8,183,1,1,8,10,290.0,2022-01-21,True
TXN_2344077,25,78,2,2,4,10,215.0,2024-03-31,True
TXN_6615966,17,165,1,2,7,6,228.0,2023-09-05,True
TXN_2721068,15,97,1,1,4,6,75.0,2023-01-03,False
TXN_4178572,12,85,1,1,4,8,256.0,2024-11-05,
TXN_2728490,25,176,2,2,8,1,18.5,2023-10-31,True
TXN_7293964,14,63,2,2,3,2,70.0,2023-06-16,
TXN_6194378,13,197,2,2,8,10,125.0,2022-08-13,
TXN_3545596,10,1,2,1,1,7,129.5,2023-03-26,True
TXN_5321880,13,37,1,2,2,1,33.5,2024-02-25,
TXN_9977844,18,189,3,1,8,2,73.0,2022-12-27,True
TXN_1401211,16,181,3,2,8,5,130.0,2023-01-02,
TXN_4304033,14,157,1,2,7,4,110.0,2023-12-05,False
TXN_2586658,15,32,1,2,2,2,55.0,2022-10-11,False
TXN_4726335,4,18,1,1,1,8,52.0,2023-10-27,
TXN_3219471,7,152,1,1,7,2,40.0,2022-03-26,False
TXN_9199770,24,145,1,1,6,2,19.0,2022-11-25,True
TXN_1236974,1,20,1,2,1,8,76.0,2023-04-21,False
TXN_6682387,17,142,3,1,6,5,205.0,2023-03-03,
TXN_3572849,5,117,2,2,5,6,246.0,2023-05-08,True
TXN_6842454,13,116,2,2,5,1,39.5,2023-08-25,
TXN_5603923,11,157,1,2,7,9,247.5,2023-06-14,
TXN_5503377,9,57,2,2,3,4,110.0,2023-07-13,True
TXN_9665063,14,125,2,1,5,9,153.0,2023-05-26,
