transaction_id,status,time,date,card_type,city,amount,amount_raw
TXN_02600,success,16:16:00,2025-09-18,Visa,Karaj,412308.0,412308.0
TXN_02601,success,14:11:00,2025-09-06,Amex,Tabriz,999999.0,-999999.0
TXN_02602,success,13:13:00,2025-09-18,Discover,Tehran,177050.0,177050.0
TXN_02603,failed,08:08:00,2025-09-19,Visa,Isfahan,333333.0,333333.0
TXN_02604,failed,01:01:00,2025-09-22,MasterCard,Tabriz,774681.0,774681.0
TXN_02605,success,12:34:00,2025-09-05,MasterCard,Mashhad,5000.0,-5000.0
TXN_02606,failed,02:37:00,2025-09-24,MasterCard,Ahvaz,,9999999999.0
TXN_02607,failed,19:51:00,2025-09-09,Amex,Shiraz,0.0,0.0
TXN_02608,failed,00:00:00,2025-09-27,Discover,Isfahan,471227.0,471227.0
TXN_02609,failed,23:17:00,2025-09-03,Amex,Tehran,452545.0,452545.0
TXN_02610,success,03:27:00,2025-09-28,MasterCard,Tehran,1305967.0,1305967.0
TXN_02611,failed,07:08:00,2025-09-10,MasterCard,Tabriz,1768588.0,1768588.0
TXN_02612,success,10:48:00,2025-09-19,MasterCard,Tabriz,976246.0,976246.0
TXN_02613,failed,02:24:00,2025-09-03,MasterCard,Shiraz,1387769.0,1387769.0
TXN_02614,failed,19:51:00,2025-09-29,MasterCard,Ahvaz,5000.0,-5000.0
TXN_02615,failed,14:55:00,2025-09-29,Visa,Tehran,419089.0,419089.0
TXN_02616,failed,01:01:00,2025-09-22,Visa,Tehran,1768588.0,1768588.0
TXN_02617,failed,19:19:00,2025-09-15,Visa,Tehran,1883871.0,1883871.0
TXN_02618,success,13:10:00,2025-09-01,MasterCard,Isfahan,1387769.0,1387769.0
TXN_02619,failed,07:08:00,2025-09-07,Visa,Tehran,412308.0,412308.0
TXN_02620,failed,11:11:00,2025-09-12,Discover,Qom,1502601.0,1502601.0
TXN_02621,success,09:00:00,2025-09-17,Amex,Tehran,200000.0,200000.0
TXN_02622,success,12:12:00,2025-09-30,MasterCard,Tehran,100.5,100.5
TXN_02623,failed,20:20:00,2025-09-21,,Tehran,1463119.0,1463119.0
TXN_02624,success,19:29:00,2025-09-26,Visa,Tehran,555555.0,555555.0
TXN_02625,success,05:56:00,2025-09-29,Visa,Mashhad,555555.0,555555.0
TXN_02626,success,12:34:00,2025-09-24,MasterCard,Isfahan,914282.0,914282.0
TXN_02627,success,19:40:00,2025-09-20,Visa,Isfahan,1472823.0,1472823.0
TXN_02628,failed,18:12:00,2025-09-05,MasterCard,Karaj,1782689.0,1782689.0
TXN_02629,success,09:45:00,2025-09-04,Visa,Shiraz,1387769.0,1387769.0
TXN_02630,success,00:00:00,2025-09-28,Amex,Tehran,1463119.0,1463119.0
TXN_02631,success,20:20:00,2025-09-12,Amex,Mashhad,0.0,0.0
TXN_02632,failed,19:19:00,2025-09-30,Visa,Tabriz,99999.0,99999.0
TXN_02633,success,19:29:00,2025-09-20,Amex,Tehran,914465.0,914465.0
TXN_02634,success,03:27:00,2025-09-28,Visa,Shiraz,452545.0,452545.0
TXN_02635,success,16:40:00,2025-09-24,MasterCard,Karaj,471227.0,471227.0
TXN_02636,success,14:00:00,2025-09-18,Discover,Tehran,0.0,0.0
TXN_02637,success,20:33:00,2025-09-17,Discover,Tehran,0.0,0.0
TXN_02638,failed,12:12:00,2025-09-19,Visa,Mashhad,1782689.0,1782689.0
TXN_02639,success,14:55:00,2025-09-09,Amex,Tehran,1883871.0,1883871.0
TXN_02640,success,13:13:00,2025-09-04,MasterCard,Shiraz,1000.0,1000.0
TXN_02641,failed,19:29:00,2025-09-26,MasterCard,Mashhad,205000.0,205000.0
TXN_02642,failed,06:30:00,2025-09-21,Visa,Tehran,999999.0,-999999.0
TXN_02643,success,03:00:00,2025-09-02,MasterCard,Isfahan,0.0,0.0
TXN_02644,failed,14:11:00,2025-09-04,Amex,Ahvaz,1502601.0,1502601.0
TXN_02645,success,03:27:00,2025-09-02,Visa,Qom,,9999999999.0
TXN_02646,failed,22:27:00,2025-09-15,MasterCard,Tabriz,850000.0,850000.0
TXN_02647,failed,11:11:00,2025-09-02,MasterCard,Tehran,343679.0,343679.0
TXN_02648,failed,20:33:00,2025-09-04,Visa,Tabriz,1.0,1.0
TXN_02649,success,19:51:00,2025-09-06,Discover,Tabriz,63489.0,63489.0
TXN_02650,success,08:08:00,2025-09-07,MasterCard,Isfahan,545116.0,545116.0
TXN_02651,success,06:06:00,2025-09-10,Visa,Tehran,545116.0,545116.0
TXN_02652,success,21:23:00,2025-09-19,Visa,Mashhad,999999.0,-999999.0
TXN_02653,failed,07:08:00,2025-09-19,Discover,Karaj,5000.0,-5000.0
TXN_02654,failed,19:51:00,2025-09-26,MasterCard,Tehran,583952.0,583952.0
TXN_02655,failed,20:33:00,2025-09-22,Visa,Ahvaz,443463.0,443463.0
TXN_02656,failed,01:01:00,2025-09-29,MasterCard,Tehran,100.5,100.5
TXN_02657,failed,19:29:00,2025-09-12,Discover,Ahvaz,99999.0,99999.0
TXN_02658,success,19:19:00,2025-09-03,Discover,Ahvaz,0.0,0.0
TXN_02659,failed,12:12:00,2025-09-13,Visa,Tabriz,999999.0,-999999.0
TXN_02660,success,13:13:00,2025-09-18,Discover,Tabriz,650000.0,650000.0
TXN_02661,failed,21:23:00,2025-09-08,Amex,Karaj,976246.0,976246.0
TXN_02662,success,13:13:00,2025-09-21,Visa,Tabriz,100000.0,100000.0
TXN_02663,success,12:12:00,2025-09-15,Visa,Tabriz,1387769.0,1387769.0
TXN_02664,failed,19:40:00,2025-09-01,Visa,Karaj,1427657.0,1427657.0
TXN_02665,success,14:30:00,2025-09-03,Visa,Tehran,450000.0,450000.0
TXN_02666,failed,10:05:00,2025-09-26,Visa,Tehran,0.0,0.0
TXN_02667,failed,10:48:00,2025-09-08,Discover,Mashhad,583952.0,583952.0
TXN_02668,failed,19:29:00,2025-09-04,Visa,Shiraz,443463.0,443463.0
TXN_02669,failed,12:12:00,2025-09-16,MasterCard,Shiraz,200000.0,200000.0
TXN_02670,success,00:00:00,2025-09-30,MasterCard,,1305967.0,1305967.0
TXN_02671,failed,04:04:00,2025-09-23,Amex,Karaj,0.0,0.0
TXN_02672,success,02:30:00,2025-09-10,Discover,Shiraz,471227.0,471227.0
TXN_02673,success,02:30:00,2025-09-12,MasterCard,Tehran,12345.0,12345.0
TXN_02674,failed,05:23:00,2025-09-14,Discover,Tehran,5000.0,-5000.0
TXN_02675,success,07:32:00,2025-09-14,Visa,Tehran,177050.0,177050.0
TXN_02676,success,04:04:00,2025-09-02,Amex,Qom,0.0,0.0
TXN_02677,failed,21:10:00,2025-09-23,MasterCard,Isfahan,1463119.0,1463119.0
TXN_02678,failed,12:44:00,2025-09-05,Visa,Tehran,1472823.0,1472823.0
TXN_02679,failed,16:40:00,2025-09-05,MasterCard,Tabriz,999999.0,-999999.0
TXN_02680,failed,14:11:00,2025-09-06,MasterCard,Shiraz,914465.0,914465.0
TXN_02681,success,12:12:00,2025-09-13,MasterCard,Tehran,1768588.0,1768588.0
TXN_02682,success,04:15:00,2025-09-09,Visa,Tehran,177050.0,177050.0
TXN_02683,success,14:00:00,2025-09-30,Visa,Qom,1427657.0,1427657.0
TXN_02684,failed,01:51:00,2025-09-22,Visa,Tabriz,914282.0,914282.0
TXN_02685,success,14:30:00,2025-09-28,Discover,Shiraz,450000.0,450000.0
TXN_02686,success,08:08:00,2025-09-29,Discover,Qom,177050.0,177050.0
TXN_02687,success,11:11:00,2025-09-15,Visa,Tehran,774681.0,774681.0
TXN_02688,success,07:08:00,2025-09-14,Visa,Tehran,1768588.0,1768588.0
TXN_02689,failed,14:11:00,2025-09-24,Visa,Mashhad,0.0,0.0
TXN_02690,success,00:00:00,2025-09-07,Discover,Tehran,774681.0,774681.0
TXN_02691,failed,10:48:00,2025-09-25,MasterCard,Qom,343679.0,343679.0
TXN_02692,success,09:09:00,2025-09-20,Visa,Tehran,999999.0,-999999.0
TXN_02693,failed,10:05:00,2025-09-02,MasterCard,Tehran,,9999999999.0
TXN_02694,failed,19:51:00,2025-09-07,MasterCard,Isfahan,300000.0,300000.0
TXN_02695,failed,13:13:00,2025-09-06,Discover,Karaj,177050.0,177050.0
TXN_02696,failed,19:40:00,2025-09-17,Visa,Tabriz,976246.0,976246.0
TXN_02697,failed,02:30:00,2025-09-27,Discover,Tehran,585954.0,585954.0
TXN_02698,failed,14:00:00,2025-09-25,MasterCard,Tehran,1782689.0,1782689.0
TXN_02699,success,23:59:00,2025-09-25,MasterCard,Tehran,100.5,100.5
TXN_02700,failed,05:23:00,2025-09-28,Visa,Tehran,5000.0,-5000.0
TXN_02701,failed,06:06:00,2025-09-02,Visa,Isfahan,976246.0,976246.0
TXN_02702,success,01:01:00,2025-09-03,Visa,Isfahan,774681.0,774681.0
TXN_02703,success,13:13:00,2025-09-05,Discover,Tehran,100.5,100.5
TXN_02704,failed,02:30:00,2025-09-05,Visa,Karaj,333333.0,333333.0
TXN_02705,failed,20:20:00,2025-09-01,Visa,Isfahan,1578078.0,1578078.0
TXN_02706,success,01:01:00,2025-09-08,Discover,Mashhad,452545.0,452545.0
TXN_02707,success,13:10:00,2025-09-12,MasterCard,Tabriz,1050805.0,1050805.0
TXN_02708,success,20:33:00,2025-09-24,MasterCard,Mashhad,545116.0,545116.0
TXN_02709,success,06:30:00,2025-09-04,Visa,Ahvaz,583952.0,583952.0
TXN_02710,failed,10:48:00,2025-09-13,Visa,Tehran,914282.0,914282.0
TXN_02711,success,03:00:00,2025-09-23,Visa,Tehran,300000.0,300000.0
TXN_02712,failed,11:11:00,2025-09-15,MasterCard,Isfahan,5000.0,-5000.0
TXN_02713,success,03:27:00,2025-09-11,,,177050.0,177050.0
TXN_02714,failed,19:19:00,2025-09-10,MasterCard,Tabriz,63489.0,63489.0
TXN_02715,failed,00:00:00,2025-09-03,Visa,Tehran,100.5,100.5
TXN_02716,failed,07:07:00,2025-09-22,MasterCard,Ahvaz,5000.0,-5000.0
TXN_02717,success,03:27:00,2025-09-14,MasterCard,Tehran,5000.0,-5000.0
TXN_02718,success,02:24:00,2025-09-16,,Tehran,900000.0,900000.0
TXN_02719,success,21:10:00,2025-09-10,Discover,Tehran,976246.0,976246.0
TXN_02720,success,21:23:00,2025-09-29,Visa,Ahvaz,5000.0,-5000.0
TXN_02721,failed,08:08:00,2025-09-10,MasterCard,Tehran,0.0,0.0
TXN_02722,failed,02:24:00,2025-09-12,Amex,Ahvaz,5000.0,-5000.0
TXN_02723,failed,03:00:00,2025-09-30,Visa,Karaj,1578078.0,1578078.0
TXN_02724,success,06:06:00,2025-09-09,Visa,Tehran,12345.0,12345.0
TXN_02725,success,10:48:00,2025-09-01,Amex,Qom,123456.0,123456.0
TXN_02726,failed,14:11:00,2025-09-05,Discover,Karaj,100.5,100.5
TXN_02727,failed,16:16:00,2025-09-20,MasterCard,Ahvaz,1782689.0,1782689.0
TXN_02728,failed,21:10:00,2025-09-08,Visa,Karaj,0.0,0.0
TXN_02729,success,23:17:00,2025-09-11,Visa,Shiraz,1305967.0,1305967.0
TXN_02730,failed,03:27:00,2025-09-12,Visa,Qom,1883871.0,1883871.0
TXN_02731,failed,19:19:00,2025-09-01,Visa,Mashhad,0.0,0.0
TXN_02732,failed,18:12:00,2025-09-25,Discover,,333333.0,333333.0
TXN_02733,failed,14:55:00,2025-09-22,Discover,Isfahan,250000.0,250000.0
TXN_02734,failed,05:56:00,2025-09-20,Amex,Tehran,63489.0,63489.0
TXN_02735,success,13:13:00,2025-09-28,Visa,Ahvaz,99999.0,99999.0
TXN_02736,success,04:15:00,2025-09-25,MasterCard,Tabriz,200000.0,200000.0
TXN_02737,failed,18:12:00,2025-09-11,Visa,Mashhad,471227.0,471227.0
TXN_02738,success,02:37:00,2025-09-05,MasterCard,Tehran,333333.0,333333.0
TXN_02739,failed,05:23:00,2025-09-15,Visa,Shiraz,0.0,0.0
TXN_02740,success,23:59:00,2025-09-05,Discover,Tehran,545116.0,545116.0
TXN_02741,success,09:00:00,2025-09-12,Amex,Karaj,5000.0,-5000.0
TXN_02742,failed,13:13:00,2025-09-05,,Tabriz,100.5,100.5
TXN_02743,failed,19:29:00,2025-09-17,MasterCard,Tehran,450000.0,450000.0
TXN_02744,failed,14:00:00,2025-09-17,MasterCard,Tabriz,1782689.0,1782689.0
TXN_02745,failed,14:11:00,2025-09-24,Visa,Isfahan,1387769.0,1387769.0
TXN_02746,success,18:00:00,2025-09-12,Visa,Mashhad,5000.0,-5000.0
TXN_02747,failed,17:17:00,2025-09-24,Visa,,450000.0,450000.0
TXN_02748,success,04:40:00,2025-09-28,MasterCard,Tehran,585954.0,585954.0
TXN_02749,failed,13:13:00,2025-09-15,Discover,Karaj,5000.0,-5000.0
TXN_02750,failed,17:17:00,2025-09-15,,Isfahan,976246.0,976246.0
TXN_02751,failed,20:20:00,2025-09-06,MasterCard,Tehran,471227.0,471227.0
TXN_02752,failed,16:40:00,2025-09-12,Amex,Tehran,999999.0,-999999.0
TXN_02753,failed,05:23:00,2025-09-27,MasterCard,Qom,585954.0,585954.0
TXN_02754,failed,15:45:00,2025-09-29,MasterCard,Ahvaz,0.0,0.0
TXN_02755,success,00:00:00,2025-09-20,Amex,Tabriz,443463.0,443463.0
TXN_02756,failed,12:34:00,2025-09-18,Discover,Ahvaz,120000.0,120000.0
TXN_02757,success,17:17:00,2025-09-14,Visa,Karaj,1050805.0,1050805.0
TXN_02758,failed,14:30:00,2025-09-02,Amex,Isfahan,0.0,0.0
TXN_02759,success,16:40:00,2025-09-09,MasterCard,Qom,419089.0,419089.0
TXN_02760,success,02:30:00,2025-09-05,Visa,Tehran,343679.0,343679.0
TXN_02761,success,19:40:00,2025-09-20,Visa,Karaj,100.5,100.5
TXN_02762,success,02:20:00,2025-09-26,Amex,Mashhad,1578078.0,1578078.0
TXN_02763,failed,17:17:00,2025-09-29,Visa,Shiraz,1883871.0,1883871.0
TXN_02764,success,04:04:00,2025-09-01,MasterCard,Ahvaz,1472823.0,1472823.0
TXN_02765,failed,05:56:00,2025-09-23,Visa,Tehran,850000.0,850000.0
TXN_02766,success,11:11:00,2025-09-03,Visa,Qom,99999.0,99999.0
TXN_02767,success,03:27:00,2025-09-06,MasterCard,Tehran,583952.0,583952.0
TXN_02768,failed,00:00:00,2025-09-05,Amex,Tehran,,9999999999.0
TXN_02769,success,12:34:00,2025-09-21,Visa,Karaj,650000.0,650000.0
TXN_02770,failed,21:10:00,2025-09-27,Discover,Tehran,100.5,100.5
TXN_02771,success,04:04:00,2025-09-05,MasterCard,,1387769.0,1387769.0
TXN_02772,success,12:34:00,2025-09-01,Discover,Shiraz,5000.0,-5000.0
TXN_02773,success,04:40:00,2025-09-17,Visa,Tabriz,914465.0,914465.0
TXN_02774,success,14:30:00,2025-09-19,Visa,Shiraz,12345.0,12345.0
TXN_02775,failed,01:51:00,2025-09-14,Discover,Tehran,1472823.0,1472823.0
TXN_02776,success,20:33:00,2025-09-12,MasterCard,Tehran,450000.0,450000.0
TXN_02777,failed,01:51:00,2025-09-10,Visa,Tehran,1782689.0,1782689.0
TXN_02778,failed,20:20:00,2025-09-20,Amex,Tehran,555555.0,555555.0
TXN_02779,success,06:06:00,2025-09-21,Discover,Tehran,1578078.0,1578078.0
TXN_02780,success,23:17:00,2025-09-18,Visa,Tehran,100000.0,100000.0
TXN_02781,failed,13:13:00,2025-09-24,MasterCard,Tehran,250000.0,250000.0
TXN_02782,failed,20:33:00,2025-09-27,Amex,Tehran,1000.0,1000.0
TXN_02783,success,03:27:00,2025-09-11,MasterCard,Tabriz,5000.0,-5000.0
TXN_02784,success,03:27:00,2025-09-30,Visa,Isfahan,850000.0,850000.0
TXN_02785,success,13:13:00,2025-09-02,Visa,Isfahan,12345.0,12345.0
TXN_02786,failed,04:15:00,2025-09-25,Visa,Ahvaz,200000.0,200000.0
TXN_02787,failed,13:13:00,2025-09-18,Discover,Isfahan,200000.0,200000.0
TXN_02788,success,10:05:00,2025-09-29,Amex,Tehran,999999.0,-999999.0
TXN_02789,failed,06:06:00,2025-09-25,Discover,,0.0,0.0
TXN_02790,failed,07:08:00,2025-09-07,MasterCard,Tabriz,5000.0,5000.0
TXN_02791,failed,05:23:00,2025-09-24,Visa,Mashhad,1158713.0,1158713.0
TXN_02792,failed,14:55:00,2025-09-15,Amex,Qom,900000.0,900000.0
TXN_02793,failed,20:20:00,2025-09-11,Amex,Qom,1472823.0,1472823.0
TXN_02794,failed,12:12:00,2025-09-18,Visa,Isfahan,1472823.0,1472823.0
TXN_02795,failed,01:01:00,2025-09-23,MasterCard,Tehran,343679.0,343679.0
TXN_02796,success,17:17:00,2025-09-12,Visa,Tehran,100.5,100.5
TXN_02797,failed,01:01:00,2025-09-06,MasterCard,Tehran,205000.0,205000.0
TXN_02798,success,14:02:00,2025-09-20,MasterCard,Tehran,0.0,0.0
TXN_02799,success,14:11:00,2025-09-23,,Tabriz,914282.0,914282.0
TXN_02800,failed,02:30:00,2025-09-30,Amex,Tehran,471227.0,471227.0
TXN_02801,failed,10:05:00,2025-09-13,Visa,Shiraz,0.0,0.0
TXN_02802,success,21:23:00,2025-09-20,Amex,Tehran,999999.0,-999999.0
TXN_02803,failed,20:33:00,2025-09-16,Visa,Tehran,650000.0,650000.0
TXN_02804,failed,08:08:00,2025-09-18,MasterCard,Shiraz,50200.0,50200.0
TXN_02805,success,13:13:00,2025-09-10,Visa,Qom,1000.0,1000.0
TXN_02806,failed,13:10:00,2025-09-28,Discover,Tehran,5000.0,-5000.0
TXN_02807,success,04:04:00,2025-09-23,MasterCard,Mashhad,583952.0,583952.0
TXN_02808,success,12:34:00,2025-09-08,MasterCard,Isfahan,0.0,0.0
TXN_02809,success,07:32:00,2025-09-18,Discover,Qom,545116.0,545116.0
TXN_02810,failed,07:08:00,2025-09-21,Visa,Karaj,450000.0,450000.0
TXN_02811,failed,07:07:00,2025-09-01,Amex,Tabriz,1768588.0,1768588.0
TXN_02812,success,14:11:00,2025-09-23,Visa,Isfahan,200000.0,200000.0
TXN_02813,success,03:27:00,2025-09-08,Visa,Ahvaz,12345.0,12345.0
TXN_02814,failed,08:59:00,2025-09-29,Visa,Tehran,1578078.0,1578078.0
TXN_02815,success,19:29:00,2025-09-06,Visa,Tehran,0.0,0.0
TXN_02816,failed,03:27:00,2025-09-05,Discover,Mashhad,0.0,0.0
TXN_02817,success,19:51:00,2025-09-15,Amex,Mashhad,900000.0,900000.0
TXN_02818,success,12:34:00,2025-09-22,Visa,Mashhad,5000.0,-5000.0
TXN_02819,success,08:08:00,2025-09-15,Discover,Tehran,914282.0,914282.0
TXN_02820,failed,22:27:00,2025-09-02,Visa,Karaj,177050.0,177050.0
TXN_02821,success,02:37:00,2025-09-01,MasterCard,Tabriz,5000.0,-5000.0
TXN_02822,success,02:37:00,2025-09-23,MasterCard,Tehran,412308.0,412308.0
TXN_02823,failed,07:32:00,2025-09-23,Amex,Isfahan,0.0,0.0
TXN_02824,failed,19:19:00,2025-09-26,,Tabriz,177050.0,177050.0
TXN_02825,success,22:27:00,2025-09-11,Visa,Tehran,555555.0,555555.0
TXN_02826,success,12:44:00,2025-09-10,MasterCard,Tabriz,471227.0,471227.0
TXN_02827,failed,13:13:00,2025-09-30,Amex,Tehran,5000.0,-5000.0
TXN_02828,success,07:32:00,2025-09-18,Visa,Tehran,333333.0,333333.0
TXN_02829,success,04:04:00,2025-09-18,Visa,Tehran,250000.0,250000.0
TXN_02830,failed,04:15:00,2025-09-17,MasterCard,Tabriz,205000.0,205000.0
TXN_02831,success,14:00:00,2025-09-26,Amex,Isfahan,545116.0,545116.0
TXN_02832,failed,23:59:00,2025-09-08,MasterCard,Qom,585954.0,585954.0
TXN_02833,failed,21:10:00,2025-09-15,Visa,Tabriz,1578078.0,1578078.0
TXN_02834,failed,06:06:00,2025-09-08,MasterCard,Mashhad,0.0,0.0
TXN_02835,success,16:40:00,2025-09-17,Discover,Tehran,583952.0,583952.0
TXN_02836,failed,17:17:00,2025-09-12,Visa,Qom,5000.0,5000.0
TXN_02837,failed,14:55:00,2025-09-27,MasterCard,Isfahan,471227.0,471227.0
TXN_02838,success,09:45:00,2025-09-08,Discover,Tehran,583952.0,583952.0
TXN_02839,success,21:21:00,2025-09-25,MasterCard,Isfahan,443463.0,443463.0
TXN_02840,failed,19:19:00,2025-09-14,MasterCard,Isfahan,900000.0,900000.0
TXN_02841,success,08:08:00,2025-09-04,Visa,Qom,1502601.0,1502601.0
TXN_02842,failed,11:11:00,2025-09-01,Discover,Tehran,1.0,-1.0
TXN_02843,failed,02:30:00,2025-09-01,Amex,Tehran,0.0,0.0
TXN_02844,failed,14:02:00,2025-09-19,Amex,Ahvaz,999999.0,-999999.0
TXN_02845,failed,21:23:00,2025-09-16,MasterCard,Tabriz,914465.0,914465.0
TXN_02846,failed,06:06:00,2025-09-14,Visa,Karaj,650000.0,650000.0
TXN_02847,failed,19:51:00,2025-09-21,Discover,Tehran,250000.0,250000.0
TXN_02848,success,12:12:00,2025-09-16,,Karaj,585954.0,585954.0
TXN_02849,success,12:12:00,2025-09-05,MasterCard,Tehran,1.0,-1.0
TXN_02850,failed,11:11:00,2025-09-09,Visa,Isfahan,1883871.0,1883871.0
TXN_02851,success,23:59:00,2025-09-26,Visa,Mashhad,585954.0,585954.0
TXN_02852,success,10:48:00,2025-09-30,Visa,Isfahan,,9999999999.0
TXN_02853,success,10:48:00,2025-09-28,MasterCard,Tehran,999999.0,-999999.0
TXN_02854,failed,08:08:00,2025-09-02,Visa,Tehran,585954.0,585954.0
TXN_02855,failed,09:09:00,2025-09-18,MasterCard,Shiraz,650000.0,650000.0
TXN_02856,success,04:04:00,2025-09-06,MasterCard,Shiraz,0.0,0.0
TXN_02857,failed,07:08:00,2025-09-09,Amex,Isfahan,100.5,100.5
TXN_02858,failed,09:45:00,2025-09-01,MasterCard,Tabriz,914465.0,914465.0
TXN_02859,success,14:11:00,2025-09-09,Visa,Tabriz,999999.0,-999999.0
TXN_02860,failed,23:59:00,2025-09-25,Amex,Ahvaz,999999.0,-999999.0
TXN_02861,failed,09:00:00,2025-09-16,MasterCard,Tehran,0.0,0.0
TXN_02862,success,10:05:00,2025-09-13,Visa,Qom,850000.0,850000.0
TXN_02863,success,21:21:00,2025-09-09,MasterCard,Tabriz,1050805.0,1050805.0
TXN_02864,success,12:34:00,2025-09-21,Visa,Tabriz,1883871.0,1883871.0
TXN_02865,failed,16:16:00,2025-09-13,,Mashhad,,9999999999.0
TXN_02866,success,18:00:00,2025-09-09,Visa,Tehran,,9999999999.0
TXN_02867,failed,08:08:00,2025-09-11,Discover,Shiraz,177050.0,177050.0
TXN_02868,failed,02:20:00,2025-09-04,Visa,Ahvaz,100000.0,100000.0
TXN_02869,success,02:54:00,2025-09-02,Amex,Qom,1.0,1.0
TXN_02870,success,02:30:00,2025-09-29,Visa,Karaj,555555.0,555555.0
TXN_02871,success,02:20:00,2025-09-06,MasterCard,Isfahan,0.0,0.0
TXN_02872,success,18:00:00,2025-09-14,Discover,Tehran,0.0,0.0
TXN_02873,failed,23:59:00,2025-09-04,MasterCard,Mashhad,,9999999999.0
TXN_02874,success,23:59:00,2025-09-06,Visa,Qom,585954.0,585954.0
TXN_02875,success,01:01:00,2025-09-19,Visa,Mashhad,5000.0,-5000.0
TXN_02876,success,00:00:00,2025-09-06,Visa,Tabriz,50200.0,50200.0
TXN_02877,success,20:33:00,2025-09-02,Amex,Tabriz,100.5,100.5
TXN_02878,failed,07:07:00,2025-09-18,Amex,Tehran,250000.0,250000.0
TXN_02879,failed,11:11:00,2025-09-13,Discover,Karaj,850000.0,850000.0
TXN_02880,failed,14:02:00,2025-09-09,Amex,Tabriz,0.0,0.0
TXN_02881,success,14:00:00,2025-09-23,MasterCard,Isfahan,900000.0,900000.0
TXN_02882,failed,15:45:00,2025-09-19,Discover,Tehran,419089.0,419089.0
TXN_02883,success,01:51:00,2025-09-13,Visa,Qom,443463.0,443463.0
TXN_02884,failed,17:17:00,2025-09-11,Amex,Tehran,471227.0,471227.0
TXN_02885,success,19:19:00,2025-09-01,Visa,Ahvaz,1000.0,1000.0
TXN_02886,failed,14:30:00,2025-09-24,Discover,Tabriz,0.0,0.0
TXN_02887,failed,07:08:00,2025-09-30,MasterCard,Qom,1050805.0,1050805.0
TXN_02888,success,05:23:00,2025-09-22,MasterCard,Mashhad,0.0,0.0
TXN_02889,success,16:16:00,2025-09-07,Discover,Tabriz,1463119.0,1463119.0
TXN_02890,success,14:11:00,2025-09-25,Visa,Tehran,0.0,0.0
TXN_02891,failed,18:00:00,2025-09-21,MasterCard,Tabriz,0.0,0.0
TXN_02892,failed,23:59:00,2025-09-15,Discover,Tehran,1.0,1.0
TXN_02893,success,18:45:00,2025-09-01,Visa,Tabriz,976246.0,976246.0
TXN_02894,success,02:24:00,2025-09-12,Visa,,100.5,100.5
TXN_02895,failed,08:08:00,2025-09-26,MasterCard,Isfahan,555555.0,555555.0
TXN_02896,success,07:08:00,2025-09-07,MasterCard,Tehran,0.0,0.0
TXN_02897,success,12:12:00,2025-09-15,Visa,Qom,5000.0,-5000.0
TXN_02898,failed,00:00:00,2025-09-21,MasterCard,Shiraz,5000.0,-5000.0
TXN_02899,failed,10:48:00,2025-09-19,Visa,Tehran,12345.0,12345.0
TXN_02900,failed,06:06:00,2025-09-28,Amex,Tabriz,1768588.0,1768588.0
TXN_02901,failed,02:24:00,2025-09-29,Visa,Mashhad,1782689.0,1782689.0
TXN_02902,failed,06:30:00,2025-09-25,MasterCard,Tehran,5000.0,-5000.0
TXN_02903,failed,02:37:00,2025-09-01,MasterCard,Tehran,200000.0,200000.0
TXN_02904,failed,20:20:00,2025-09-17,MasterCard,Mashhad,774681.0,774681.0
TXN_02905,success,14:30:00,2025-09-17,Visa,Tehran,914465.0,914465.0
TXN_02906,failed,03:27:00,2025-09-03,Visa,Mashhad,914282.0,914282.0
TXN_02907,failed,08:08:00,2025-09-12,Amex,Shiraz,63489.0,63489.0
TXN_02908,success,18:12:00,2025-09-06,Visa,Karaj,976246.0,976246.0
TXN_02909,failed,00:00:00,2025-09-26,Discover,Tehran,1782689.0,1782689.0
TXN_02910,failed,13:10:00,2025-09-11,Visa,Tehran,250000.0,250000.0
TXN_02911,success,12:12:00,2025-09-03,Amex,Mashhad,1.0,1.0
TXN_02912,success,11:11:00,2025-09-08,Visa,,333333.0,333333.0
TXN_02913,failed,02:20:00,2025-09-14,Amex,Isfahan,99999.0,99999.0
TXN_02914,failed,11:11:00,2025-09-14,Visa,Isfahan,976246.0,976246.0
TXN_02915,failed,14:00:00,2025-09-10,Visa,Isfahan,1427657.0,1427657.0
TXN_02916,success,18:12:00,2025-09-02,MasterCard,Tehran,200000.0,200000.0
TXN_02917,success,02:30:00,2025-09-14,Discover,Ahvaz,5000.0,-5000.0
TXN_02918,failed,14:02:00,2025-09-09,MasterCard,Tabriz,1768588.0,1768588.0
TXN_02919,failed,19:51:00,2025-09-03,Amex,Karaj,1502601.0,1502601.0
TXN_02920,success,07:07:00,2025-09-21,Discover,Mashhad,5000.0,-5000.0
TXN_02921,failed,00:00:00,2025-09-26,Visa,Shiraz,850000.0,850000.0
TXN_02922,success,01:01:00,2025-09-08,MasterCard,Tehran,0.0,0.0
TXN_02923,failed,05:56:00,2025-09-16,Amex,Tehran,0.0,0.0
TXN_02924,failed,03:00:00,2025-09-02,Visa,Tabriz,1883871.0,1883871.0
TXN_02925,success,02:30:00,2025-09-06,Discover,Shiraz,1387769.0,1387769.0
TXN_02926,success,07:08:00,2025-09-28,MasterCard,Ahvaz,100000.0,100000.0
TXN_02927,failed,02:20:00,2025-09-21,Visa,Qom,0.0,0.0
